provincia	departamen	Blanco	LLA	NULO	OTRO	UxP	total	total.valido
mendoza	guaymallen	2607	0.7389780079111552	4032	87	0.2610219920888448	180152	173426
mendoza	junin	447	0.7394852479598242	752	17	0.26051475204017577	29890	28674
mendoza	la paz	76	0.5050651230101303	85	2	0.49493487698986977	7764	7601
mendoza	las heras	1782	0.6803243074854692	3036	86	0.3196756925145307	126887	121983
mendoza	lavalle	369	0.5993444846292948	441	14	0.40065551537070526	27368	26544
mendoza	lujan de cuyo	1333	0.7701308273447577	1876	58	0.22986917265524232	90099	86832
mendoza	maipu	1696	0.7341221864951768	2632	57	0.26587781350482315	121010	116625
mendoza	malargue	322	0.6489779420256381	366	0	0.3510220579743619	18006	17318
mendoza	rivadavia	561	0.7000369202805942	754	14	0.2999630797194059	36540	35211
mendoza	san carlos	254	0.7388977092311182	430	6	0.2611022907688818	22735	22045
mendoza	san martin	1006	0.6900457538221181	1592	31	0.3099542461778819	74317	71688
mendoza	san rafael	1828	0.6887537054212814	2196	41	0.3112462945787186	114039	109974
mendoza	santa rosa	100	0.5536015631938893	164	1	0.4463984368061107	11524	11259
mendoza	tunuyan	398	0.7255819570665137	580	4	0.2744180429334863	34103	33121
mendoza	tupungato	255	0.756980152818492	357	5	0.24301984718150801	21426	20809
misiones	25 de mayo	182	0.40661526983337476	13	1	0.5933847301666252	12259	12063
misiones	apostoles	285	0.572942423172024	285	6	0.42705757682797596	28886	28310
misiones	cainguas	659	0.5310741088180112	205	7	0.46892589118198874	34983	34112
misiones	candelaria	295	0.5137330391098174	193	13	0.4862669608901826	21800	21299
misiones	capital	2320	0.6265248540842577	2297	83	0.3734751459157423	221606	216906
misiones	concepcion	81	0.5034728406055209	19	1	0.49652715939447906	5716	5615
misiones	eldorado	500	0.549595555988695	558	17	0.4504044440113049	52380	51305
misiones	general manuel belgrano	285	0.5339980778471889	152	13	0.46600192215281117	25422	24972
misiones	guarani	724	0.5075787695060133	238	17	0.4924212304939867	41223	40244
misiones	iguazu	687	0.5951477141442483	459	13	0.4048522858557518	55690	54531
misiones	leandro n. alem	617	0.5776247090646034	295	3	0.4223752909353966	32709	31794
misiones	libertador general san martin	445	0.5868989638152519	221	5	0.41310103618474814	31264	30593
misiones	montecarlo	185	0.5426670263465516	187	13	0.45733297365344844	22627	22242
misiones	obera	1020	0.5604398780364446	430	9	0.43956012196355543	70660	69201
misiones	san ignacio	417	0.5203482817916314	216	6	0.4796517182083686	37276	36637
misiones	san javier	167	0.49242424242424243	68	1	0.5075757575757576	13700	13464
misiones	san pedro	333	0.4209281164695177	43	1	0.5790718835304822	16862	16485
neuquen	alumine	77	0.5192089479656347	225	6	0.4807910520343654	6477	6169
neuquen	anelo	93	0.6092775115290714	243	3	0.39072248847092866	11398	11059
neuquen	catan lil	8	0.2721575649059982	32	3	0.7278424350940018	1160	1117
neuquen	chos malal	135	0.5366764201392392	281	2	0.4633235798607608	10329	9911
neuquen	collon cura	33	0.4799861973775017	86	1	0.5200138026224983	3018	2898
neuquen	confluencia	3862	0.6127950101749229	8459	144	0.3872049898250772	292074	279609
neuquen	huiliches	164	0.5369646425158544	403	11	0.4630353574841456	12089	11511
neuquen	lacar	420	0.657167090754877	933	16	0.342832909245123	24949	23580
neuquen	loncopue	56	0.504875406283857	202	0	0.49512459371614304	4873	4615
neuquen	los lagos	147	0.6708539944903581	297	15	0.32914600550964185	9534	9075
neuquen	minas	113	0.48326243758091364	263	0	0.5167375624190864	5783	5407
neuquen	norquin	48	0.43503609106052193	90	6	0.5649639089394781	3746	3602
neuquen	pehuenches	150	0.6145156392347404	335	11	0.38548436076525966	16961	16465
neuquen	picun leufu	36	0.47142415817114613	90	2	0.5285758418288539	3365	3237
neuquen	picunches	49	0.613475935828877	144	2	0.386524064171123	4870	4675
neuquen	zapala	311	0.6168875169402198	980	2	0.38311248305978013	27857	26564
rio negro	25 de mayo	96	0.3684149184149184	218	0	0.6315850815850815	8894	8580
rio negro	9 de julio	24	0.3270408163265306	33	1	0.6729591836734694	2018	1960
rio negro	adolfo alsina	601	0.5346778737791135	1125	39	0.46532212622088653	44357	42592
rio negro	avellaneda	254	0.5452773422602653	589	3	0.45472265773973475	24445	23599
rio negro	bariloche	1595	0.5001790189760115	2680	65	0.49982098102398853	93716	89376
rio negro	conesa	44	0.5548705302096177	98	1	0.44512946979038226	4198	4055
rio negro	el cuy	17	0.4252259654889072	52	0	0.5747740345110929	2503	2434
rio negro	general roca	2779	0.5755077427106913	5900	53	0.4244922572893087	230941	222209
rio negro	norquinco	8	0.234375	27	0	0.765625	867	832
rio negro	pichi mahuida	107	0.5615853007157355	213	3	0.4384146992842645	9684	9361
rio negro	pilcaniyeu	108	0.4690221031480241	175	4	0.5309778968519759	6259	5972
rio negro	san antonio	213	0.5272386625672559	506	7	0.47276133743274407	21542	20816
rio negro	valcheta	35	0.41598513011152416	88	1	0.5840148698884758	2814	2690
salta	anta	265	0.4606881304407904	226	41	0.5393118695592096	36717	36185
salta	cachi	58	0.5816326530612245	81	4	0.41836734693877553	5533	5390
salta	cafayate	125	0.5585082425006757	151	19	0.4414917574993244	11396	11101
salta	capital	4153	0.65923423488847	5748	525	0.34076576511153006	354683	344257
salta	cerrillos	332	0.6441392603300807	390	24	0.35586073966991927	33950	33204
salta	chicoana	133	0.6432495314418665	158	6	0.3567504685581335	15770	15473
salta	general guemes	240	0.5512173722307524	326	51	0.44878262776924766	32530	31913
salta	general jose de san martin	666	0.4133796644127223	747	71	0.5866203355872778	97316	95832
salta	guachipas	17	0.5919070167886353	24	4	0.4080929832113646	2368	2323
salta	iruya	10	0.4245204336947456	6	3	0.5754795663052544	1218	1199
salta	la caldera	156	0.6661539706953776	117	19	0.33384602930462237	12645	12353
salta	la candelaria	37	0.4728110599078341	49	6	0.5271889400921659	4432	4340
salta	la poma	25	0.4793621013133208	12	0	0.5206378986866792	1103	1066
salta	la vina	45	0.5834859330780756	52	6	0.41651406692192444	6110	6007
salta	los andes	33	0.606894900646397	66	11	0.39310509935360305	4287	4177
salta	metan	236	0.5425387859326034	315	25	0.4574612140673966	26423	25847
salta	molinos	37	0.5051546391752577	41	3	0.4948453608247423	3670	3589
salta	oran	738	0.5426819850538797	605	82	0.4573180149461203	85594	84169
salta	rivadavia	91	0.23945179244718415	67	24	0.7605482075528158	16891	16709
salta	rosario de la frontera	202	0.4906790601600826	201	19	0.5093209398399173	19787	19365
salta	rosario de lerma	296	0.6370058370920668	376	28	0.3629941629079331	30852	30152
salta	san carlos	38	0.47435897435897434	48	4	0.5256410256410257	4458	4368
san juan	25 de mayo	103	0.47206677416295173	92	2	0.5279332258370483	10740	10543
san juan	9 de julio	48	0.58209179834462	77	6	0.41790820165538	6776	6645
san juan	albardon	262	0.5989170936190032	242	10	0.40108290638099675	17690	17176
san juan	angaco	53	0.5988408521303258	98	3	0.40115914786967416	6538	6384
san juan	calingasta	105	0.6221621621621621	146	0	0.37783783783783786	5801	5550
san juan	capital	928	0.703945420971766	1100	65	0.29605457902823396	73036	70943
san juan	caucete	186	0.5100812518808305	313	281	0.4899187481191694	24041	23261
san juan	chimbas	559	0.5616977802544812	983	56	0.4383022197455187	55433	53835
san juan	iglesia	84	0.5758792048929664	100	4	0.42412079510703365	5420	5232
san juan	jachal	185	0.42905960438982715	315	25	0.5709403956101728	15742	15217
san juan	pocito	500	0.6070327785371606	599	27	0.39296722146283936	38437	37311
san juan	rawson	814	0.6131513144556329	1367	98	0.3868486855443671	76264	73985
san juan	rivadavia	685	0.6488754142283015	996	54	0.3511245857716985	58467	56732
san juan	san martin	92	0.5387323943661971	145	3	0.4612676056338028	8476	8236
san juan	santa lucia	350	0.6722396066160036	608	25	0.32776039338399643	34538	33555
san juan	sarmiento	201	0.5793454253396694	213	1	0.4206545746603306	15356	14941
san juan	ullum	54	0.37252914343639126	24	5	0.6274708565636087	4029	3946
san juan	valle fertil	46	0.5320137345990709	77	1	0.4679862654009291	5075	4951
san juan	zonda	33	0.4879074658254469	50	0	0.5120925341745531	3887	3804
san luis	ayacucho	165	0.5734362484526323	222	3	0.42656375154736764	14123	13733
san luis	belgrano	31	0.5822784810126582	35	0	0.4177215189873418	3305	3239
san luis	chacabuco	231	0.634176	282	1	0.365824	16139	15625
san luis	coronel pringles	126	0.6388861063808474	205	25	0.3611138936191526	10339	9983
san luis	general pedernera	1036	0.7226072551472328	1754	39	0.27739274485276716	91566	88737
san luis	gobernador dupuy	83	0.617140022324197	74	3	0.38285997767580304	8223	8063
san luis	la capital	1931	0.6889213577390857	2961	150	0.31107864226091425	152876	147834
san luis	junin	439	0.6331070889894419	609	21	0.36689291101055804	24937	23868
san luis	libertador general san martin	35	0.5023995200959808	60	1	0.4976004799040192	3430	3334
santa cruz	corpen aike	56	0.5961797477653973	140	0	0.40382025223460266	8363	8167
santa cruz	deseado	622	0.5690615922698441	1561	20	0.4309384077301559	69679	67476
santa cruz	guer aike	870	0.5967986977753662	1872	23	0.40320130222463374	76485	73720
santa cruz	lago argentino	204	0.512987012987013	370	6	0.487012987012987	14902	14322
santa cruz	lago buenos aires	53	0.5638201569100785	171	2	0.4361798430899215	6854	6628
santa cruz	magallanes	77	0.6635642355813244	220	0	0.3364357644186756	6851	6554
santa cruz	rio chico	26	0.5802034428794992	76	1	0.4197965571205008	2659	2556
santa fe	9 de julio	142	0.6617956322458883	206	1	0.3382043677541116	18894	18545
santa fe	belgrano	596	0.7178069097364468	461	0	0.2821930902635532	30349	29292
santa fe	caseros	1236	0.7088179119154328	1218	24	0.29118208808456725	55359	52881
santa fe	castellanos	1737	0.734865258951234	2184	13	0.265134741048766	115036	111102
santa fe	constitucion	1111	0.6012816259537986	1370	8	0.3987183740462014	59760	57271
santa fe	garay	128	0.6181713213538284	224	0	0.3818286786461716	14209	13857
santa fe	general lopez	2337	0.7068081446317217	2313	9	0.2931918553682783	125573	120914
santa fe	general obligado	1015	0.6209141078251026	1570	78	0.3790858921748974	115735	113072
santa fe	iriondo	968	0.6684823483829797	956	0	0.3315176516170203	45801	43877
santa fe	la capital	5508	0.6094890286185851	7617	143	0.39051097138141483	338022	324754
santa fe	las colonias	1118	0.7711452232462355	1340	9	0.2288547767537646	70934	68467
santa fe	rosario	13483	0.5777161937715343	19249	204	0.42228380622846573	784935	751999
santa fe	san cristobal	535	0.6694222843508231	742	2	0.33057771564917693	42770	41491
santa fe	san javier	208	0.563854017691615	411	8	0.43614598230838497	19506	18879
santa fe	san jeronimo	843	0.6473887967132812	1001	6	0.3526112032867188	52478	50628
santa fe	san justo	313	0.6949309096283159	561	3	0.305069090371684	27943	27066
santa fe	san lorenzo	1800	0.6375696022847294	2711	31	0.3624303977152707	122893	118351
santa fe	san martin	676	0.7357927440859163	980	5	0.2642072559140837	42538	40877
santa fe	vera	326	0.5461543375495082	413	7	0.4538456624504919	32054	31308
santiago del estero	aguirre	45	0.37751586582048957	66	0	0.6224841341795104	5626	5515
santiago del estero	alberdi	55	0.21961109575154364	33	5	0.7803889042484564	10944	10851
santiago del estero	atamisqui	42	0.14054054054054055	31	1	0.8594594594594595	8399	8325
santiago del estero	avellaneda	77	0.2109412164458036	43	0	0.7890587835541965	14835	14715
santiago del estero	banda	700	0.3382172911385084	836	59	0.6617827088614916	105336	103741
santiago del estero	belgrano	49	0.5513488657265482	49	0	0.4486511342734519	6622	6524
santiago del estero	capital	1760	0.39054124706215765	2104	53	0.6094587529378424	208574	204657
santiago del estero	choya	193	0.25746449322143317	203	8	0.7425355067785668	25188	24784
santiago del estero	copo	94	0.2403104733697595	68	10	0.7596895266302405	19755	19583
santiago del estero	figueroa	35	0.10057823725249693	33	1	0.8994217627475031	11483	11414
santiago del estero	general taboada	200	0.29573855658522885	166	5	0.7042614434147711	28859	28488
santiago del estero	guasayan	18	0.19029787234042553	18	4	0.8097021276595745	5915	5875
santiago del estero	jimenez	34	0.17439128577530968	20	0	0.8256087142246903	9418	9364
santiago del estero	juan f. ibarra	67	0.2370482463948727	33	1	0.7629517536051273	11335	11234
santiago del estero	loreto	78	0.274945349411184	80	1	0.725054650588816	14340	14181
santiago del estero	mitre	9	0.40773809523809523	7	0	0.5922619047619048	688	672
santiago del estero	moreno	161	0.2939878405764467	100	8	0.7060121594235532	22474	22205
santiago del estero	ojo de agua	89	0.34299122628035095	83	1	0.657008773719649	9975	9802
santiago del estero	pellegrini	76	0.20419873093020116	36	1	0.7958012690697989	14927	14814
santiago del estero	quebrachos	36	0.4198558847077662	58	2	0.5801441152922338	6341	6245
santiago del estero	rio hondo	256	0.26740755810996386	398	3	0.7325924418900361	39979	39322
santiago del estero	rivadavia	20	0.5404614884627884	12	0	0.4595385115372116	3109	3077
santiago del estero	robles	226	0.31685513930128245	179	9	0.6831448606987175	32072	31658
santiago del estero	salavina	39	0.20592485549132947	41	1	0.7940751445086706	7001	6920
santiago del estero	san martin	11	0.10293410293410293	5	0	0.897065897065897	6253	6237
santiago del estero	sarmiento	8	0.1622503057480636	10	1	0.8377496942519363	2472	2453
santiago del estero	silipica	40	0.12677878395860284	23	1	0.8732212160413971	6248	6184
tierra del fuego	islas del atlantico sur	5	0.9057591623036649	0	0	0.09424083769633508	196	191
tierra del fuego	rio grande	617	0.4991772469817955	1890	66	0.5008227530182044	60306	57733
tierra del fuego	ushuaia	477	0.5748098055790364	1521	32	0.4251901944209637	46984	44954
tucuman	burruyacu	187	0.34377696647859274	209	29	0.6562230335214072	30555	30130
tucuman	capital	3470	0.6033134737136757	5595	304	0.3966865262863243	373760	364391
tucuman	chicligasta	392	0.5030482494338966	619	19	0.49695175056610347	58440	57410
tucuman	cruz alta	916	0.45310488949167554	1365	161	0.5468951105083244	146956	144514
tucuman	famailla	224	0.48245083207261724	252	18	0.5175491679273827	26934	26440
tucuman	graneros	74	0.27280718890408284	44	0	0.7271928110959172	10356	10238
tucuman	juan b. alberdi	135	0.4682842602689931	164	8	0.5317157397310069	22315	22008
tucuman	la cocha	98	0.4090129981431224	94	60	0.5909870018568776	14254	14002
tucuman	leales	228	0.3866066942603536	370	16	0.6133933057396463	42411	41797
tucuman	lules	300	0.553549008119193	587	50	0.4464509918808069	48725	47788
tucuman	monteros	337	0.39699270134052744	299	35	0.6030072986594726	48488	47817
tucuman	rio chico	328	0.37286863522292846	251	22	0.6271313647770715	43238	42637
tucuman	simoca	148	0.34138985464750976	110	9	0.6586101453524903	24140	23873
tucuman	tafi del valle	106	0.4211215529194269	175	6	0.5788784470805731	13269	12982
tucuman	tafi viejo	860	0.5706284100143172	1441	124	0.42937158998568276	105797	103372
tucuman	trancas	109	0.47403610430131493	148	9	0.5259638956986851	13727	13461
tucuman	yerba buena	734	0.6542824949449735	862	44	0.34571750505502646	66427	64787
